domainId,instanceId,comparableId,feature0,feature1,feature2,feature3,feature4,feature5,delta_x0,delta_x1,delta_x2,delta_x3,delta_x4,delta_x5,delta_y0,delta_y1,delta_y2,delta_y3,delta_y4,delta_y5,pred,actual,adjusted_step_number,adjusted_order,adjusted_price
0,14,5,2.5,1.594,5.0,7.0,20.159971,40.0,0.0,-0.11,0.0,0.0,4.76,-20.0,0.0,-11.78,0.0,0.0,-11.68,9.74,276.8,269,3,"5,1,4","278.7,267.0,255.3"
0,14,7,2.5,2.235,5.0,7.0,23.1658,40.0,0.0,-0.75,0.0,0.0,1.75,-20.0,0.0,-52.81,0.0,0.0,-22.99,-3.38,345.6,337,3,"1,5,4","284.2,280.8,257.8"
0,15,8,2.5,3.03,3.0,10.0,13.047919,23.0,0.0,0.04,0.0,0.0,-1.17,-8.0,0.0,-7.97,0.0,0.0,21.96,62.23,716.0,700,3,"4,1,5","762.0,754.0,816.2"
0,15,9,2.5,3.01,3.0,10.0,13.186171,23.0,0.0,0.06,0.0,0.0,-1.31,-8.0,0.0,42.11,0.0,0.0,107.17,-19.71,715.6,715,3,"1,4,5","797.1,904.3,884.6"
1,0,0,120.694,0.0,16.1,21.0,0.0,,-27.27,0.0,0.6,1.0,0.0,0,-1.57,0.0,-0.39,0.24,0.0,0,5.9,6,3,"0,2,3","4.3,4.0,4.2"
1,0,8,58.733,0.0,18.9,19.0,0.0,,34.69,0.0,-2.2,3.0,0.0,0,0.46,0.0,0.57,-0.57,0.0,0,3.3,3,3,"2,0,3","3.9,4.3,3.8"
1,0,9,66.203,0.0,20.0,22.0,0.0,,27.22,0.0,-3.3,0.0,0.0,0,0.09,0.0,-1.26,0.0,0.0,0,4.6,5,2,"2,0","3.4,3.5"
1,1,1,4.189,0.0,15.0,8.0,0.0,,19.34,0.0,-1.1,3.0,0.0,0,2.6,0.0,0.2,-0.21,0.0,0,0.2,0,3,"2,0,3","0.4,3.0,2.8"
1,1,4,46.204,0.0,13.9,10.0,0.0,,-22.67,0.0,0.0,1.0,0.0,0,-2.48,0.0,0.0,0.31,0.0,0,4.7,5,2,"0,3","2.3,2.6"
1,2,3,110.919,0.0,13.9,6.0,0.0,,-6.9,0.0,1.7,-2.0,0.0,0,-0.39,0.0,-0.24,-0.19,0.0,0,4.5,4,3,"0,3,2","4.1,3.9,3.7"
1,2,4,141.461,0.0,16.1,2.0,0.0,,-37.44,0.0,-0.5,2.0,0.0,0,-1.47,0.0,-0.11,-0.01,0.0,0,6.1,6,3,"0,2,3","4.6,4.5,4.5"
1,2,6,117.814,0.0,15.0,8.0,0.0,,-13.8,0.0,0.6,-4.0,0.0,0,-0.2,0.0,-0.03,-0.65,0.0,0,4.4,4,3,"0,3,2","4.2,3.6,3.6"
1,2,7,123.612,0.0,15.0,8.0,0.0,,-19.6,0.0,0.6,-4.0,0.0,0,-0.72,0.0,0.02,-0.57,0.0,0,5.5,6,3,"0,3,2","4.8,4.2,4.2"
1,3,0,58.733,0.0,18.9,19.0,0.0,,27.73,0.0,-0.6,-1.0,1.0,0,1.56,0.0,-0.03,0.12,-0.22,0,3.3,3,4,"3,2,0,4","3.4,3.4,5.0,4.7"
1,3,3,40.835,0.0,18.9,19.0,1.0,,45.63,0.0,-0.6,-1.0,0.0,0,1.95,0.0,0.23,0.01,0.0,0,2.2,2,3,"3,2,0","2.2,2.5,4.4"
1,3,4,44.182,0.0,19.4,20.0,1.0,,42.28,0.0,-1.1,-2.0,0.0,0,0.41,0.0,-0.08,-0.17,0.0,0,4.2,4,3,"2,3,0","4.1,3.9,4.4"
1,3,7,141.461,0.0,19.4,21.0,1.0,,-55.0,0.0,-1.1,-3.0,0.0,0,-1.43,0.0,0.1,0.02,0.0,0,6.1,6,3,"0,2,3","4.7,4.8,4.8"
1,4,1,124.197,1.0,23.9,19.0,1.0,,-8.08,-1.0,-0.6,0.0,0.0,0,-0.4,1.09,-0.18,0.0,0.0,0,4.4,4,3,"1,2,0","5.5,5.3,4.9"
1,4,5,154.706,0.0,23.9,22.0,1.0,,-38.58,0.0,-0.6,-3.0,0.0,0,-0.16,0.0,-0.16,0.38,0.0,0,6.9,7,3,"0,3,2","6.8,7.1,7.0"
1,4,7,66.203,0.0,21.1,21.0,1.0,,49.92,0.0,2.2,-2.0,0.0,0,0.88,0.0,0.7,-0.7,0.0,0,4.8,5,3,"3,0,2","4.2,5.0,5.7"
1,4,8,86.465,0.0,19.4,20.0,1.0,,29.66,0.0,3.9,-1.0,0.0,0,0.31,0.0,1.08,-0.77,0.0,0,5.1,5,3,"3,0,2","4.4,4.7,5.8"
1,5,0,41.297,0.0,21.1,21.0,0.0,,-22.82,0.0,1.1,1.0,0.0,0,-2.29,0.0,-0.24,0.12,0.0,0,4.0,4,3,"0,2,3","1.7,1.5,1.6"
1,5,2,2.01,0.0,20.0,22.0,0.0,,16.46,0.0,2.2,0.0,0.0,0,1.79,0.0,-0.39,0.0,0.0,0,0.5,0,2,"0,2","2.2,1.8"
1,5,9,18.474,0.0,20.0,19.0,0.0,,0.0,0.0,2.2,3.0,0.0,0,0.0,0.0,0.08,-0.09,0.0,0,2.1,2,2,"2,3","2.2,2.1"
1,6,1,46.204,0.0,10.6,11.0,0.0,,4.82,0.0,-2.3,0.0,0.0,0,0.09,0.0,-2.53,0.0,0.0,0,4.8,5,2,"2,0","2.3,2.4"
1,6,4,40.706,0.0,11.1,11.0,0.0,,10.31,0.0,-2.8,0.0,0.0,0,0.42,0.0,-0.59,0.0,0.0,0,3.5,4,2,"2,0","2.9,3.3"
1,208,1,182.943,0.0,13.3,12.0,1.0,,-5.66,0.0,1.7,-1.0,0.0,0,-0.23,0.0,-0.23,-0.15,0.0,0,6.4,6,3,"0,3,2","6.2,6.0,5.8"
1,208,6,182.943,0.0,15.0,11.0,0.0,,-5.66,0.0,0.0,0.0,1.0,0,-1.02,0.0,0.0,0.0,0.13,0,6.6,7,2,"0,4","5.6,5.7"
1,208,9,148.032,0.0,16.1,8.0,1.0,,29.25,0.0,-1.1,3.0,0.0,0,0.86,0.0,0.4,-0.4,0.0,0,4.6,5,3,"2,0,3","5.0,5.9,5.5"
1,209,3,189.425,9.0,16.1,9.0,1.0,,-22.91,0.0,-5.5,-3.0,0.0,0,-0.55,0.0,0.53,-0.76,0.0,0,4.9,5,3,"3,0,2","4.2,3.7,4.2"
1,209,5,189.425,9.0,6.1,8.0,0.0,,-22.91,0.0,4.5,-2.0,1.0,0,-0.43,0.0,-0.19,-0.27,-0.18,0,5.1,5,4,"0,3,2,4","4.6,4.4,4.2,4.0"
1,210,9,33.167,13.0,25.6,18.0,0.0,,0.0,0.0,-7.3,-3.0,0.0,0,0.0,0.0,1.06,-1.35,0.0,0,4.3,4,2,"3,2","3.0,4.0"
1,211,0,8.516,0.0,8.9,3.0,1.0,,9.96,0.0,-1.7,0.0,-1.0,0,1.96,0.0,-0.04,0.0,0.1,0,0.0,0,3,"4,2,0","0.1,0.1,2.0"
1,211,2,14.524,0.0,7.2,8.0,0.0,,3.95,0.0,0.0,-5.0,0.0,0,0.42,0.0,0.0,-1.24,0.0,0,3.0,3,2,"3,0","1.8,2.2"
1,211,4,6.564,0.0,10.0,8.0,0.0,,11.91,0.0,-2.8,-5.0,0.0,0,2.2,0.0,0.25,-0.4,0.0,0,0.1,0,3,"2,3,0","0.4,-0.0,2.2"
1,212,3,113.589,0.0,12.2,10.0,0.0,,0.0,0.0,-1.6,-3.0,0.0,0,0.0,0.0,1.41,-1.51,0.0,0,4.5,4,2,"3,2","3.0,4.4"
1,212,4,123.612,0.0,13.3,9.0,0.0,,-10.02,0.0,-2.7,-2.0,0.0,0,-1.59,0.0,0.14,-0.05,0.0,0,5.6,6,3,"0,3,2","4.0,3.9,4.1"
1,212,9,128.126,0.0,11.1,9.0,0.0,,-14.54,0.0,-0.5,-2.0,0.0,0,-1.88,0.0,0.15,-0.23,0.0,0,6.3,6,3,"0,3,2","4.4,4.2,4.3"
1,213,8,23.533,0.0,18.9,23.0,0.0,,17.76,0.0,1.7,-1.0,0.0,0,1.14,0.0,0.02,0.07,0.0,0,2.4,2,3,"3,0,2","2.4,3.6,3.6"
1,213,9,2.01,0.0,20.0,22.0,0.0,,39.29,0.0,0.6,0.0,0.0,0,3.45,0.0,-0.74,0.0,0.0,0,0.5,0,2,"0,2","3.9,3.2"
1,214,2,120.694,0.0,20.6,20.0,0.0,,-9.78,0.0,-0.6,-3.0,0.0,0,-1.05,0.0,0.15,0.23,0.0,0,6.0,6,3,"0,3,2","4.9,5.2,5.3"
1,214,5,154.706,0.0,18.9,18.0,0.0,,-43.79,0.0,1.1,-1.0,0.0,0,-1.84,0.0,-0.09,-0.01,0.0,0,7.0,7,3,"0,3,2","5.2,5.1,5.1"
1,215,1,4.189,0.0,7.8,7.0,0.0,,17.68,0.0,-2.2,0.0,0.0,0,3.04,0.0,-0.27,0.0,0.0,0,0.2,0,2,"2,0","-0.1,2.9"
1,215,5,7.9,0.0,7.2,14.0,0.0,,13.97,0.0,-1.6,-7.0,0.0,0,1.67,0.0,-0.82,-0.06,0.0,0,1.9,2,3,"3,2,0","1.8,1.0,2.6"
1,215,6,14.542,0.0,5.0,6.0,0.0,,7.32,0.0,0.6,1.0,0.0,0,0.61,0.0,0.4,0.12,0.0,0,1.9,2,3,"0,2,3","2.5,2.9,3.0"
1,216,0,222.434,0.0,17.2,0.0,1.0,,38.66,1.0,0.6,1.0,-1.0,0,0.51,-0.05,-0.17,-0.16,-0.12,0,5.0,5,5,"4,0,1,2,3","4.9,5.4,5.4,5.2,5.1"
1,216,2,261.091,1.0,18.9,3.0,1.0,,0.0,0.0,-1.1,-2.0,-1.0,0,0.0,0.0,0.25,-0.47,0.05,0,5.3,5,3,"3,4,2","4.8,4.9,5.1"
1,216,9,270.413,0.0,16.1,8.0,0.0,,-9.32,1.0,1.7,-7.0,0.0,0,-0.07,0.01,-0.08,-0.34,0.0,0,5.6,6,4,"3,0,1,2","5.3,5.2,5.2,5.2"
1,217,2,46.204,0.0,12.2,13.0,1.0,,-31.66,0.0,1.7,-1.0,0.0,0,-2.59,0.0,-0.16,-0.14,0.0,0,4.6,5,3,"0,3,2","2.0,1.8,1.7"
1,217,7,41.297,0.0,11.1,7.0,1.0,,-26.76,0.0,2.8,5.0,0.0,0,-2.04,0.0,-0.24,-0.09,0.0,0,3.9,4,3,"0,2,3","1.9,1.7,1.6"
1,218,3,120.694,0.0,5.0,6.0,0.0,,0.0,0.0,-2.8,5.0,1.0,0,0.0,0.0,-0.86,0.07,0.01,0,5.9,6,3,"2,3,4","5.1,5.1,5.1"
1,218,6,14.15,0.0,5.6,15.0,1.0,,106.54,0.0,-3.4,-4.0,0.0,0,3.93,0.0,-0.06,-0.57,0.0,0,1.3,1,3,"0,2,3","5.2,5.1,4.6"
1,218,7,23.815,0.0,6.7,15.0,1.0,,96.88,0.0,-4.5,-4.0,0.0,0,2.62,0.0,-0.31,0.12,0.0,0,2.5,2,3,"3,2,0","2.6,2.3,4.9"
1,219,1,117.814,0.0,15.0,8.0,0.0,,10.31,0.0,-0.6,1.0,0.0,0,1.6,0.0,-0.16,0.12,0.0,0,4.4,4,3,"2,0,3","4.3,5.9,6.0"
1,219,2,123.612,0.0,13.3,9.0,0.0,,4.51,0.0,1.1,0.0,0.0,0,0.48,0.0,0.2,0.0,0.0,0,5.6,6,2,"0,2","6.1,6.3"
1,220,4,41.297,0.0,15.6,7.0,0.0,,33.93,0.0,-1.2,-1.0,0.0,0,0.29,0.0,-0.2,-0.01,0.0,0,3.9,4,3,"3,2,0","3.9,3.7,4.0"
1,220,8,86.465,0.0,15.0,4.0,0.0,,-11.24,0.0,-0.6,2.0,0.0,0,-1.6,0.0,-0.03,0.28,0.0,0,4.8,5,3,"0,2,3","3.3,3.3,3.5"
1,220,9,47.954,0.0,13.9,6.0,0.0,,27.27,0.0,0.5,0.0,0.0,0,0.27,0.0,-0.33,0.0,0.0,0,3.6,4,2,"0,2","3.9,3.5"
1,221,1,261.091,1.0,19.4,0.0,0.0,,-23.03,0.0,-2.2,3.0,0.0,0,-0.06,0.0,-0.09,-0.19,0.0,0,5.3,5,3,"0,2,3","5.3,5.2,5.0"
1,221,2,238.065,1.0,12.8,1.0,0.0,,0.0,0.0,4.4,2.0,0.0,0,0.0,0.0,-0.02,-0.04,0.0,0,5.4,5,2,"2,3","5.4,5.4"
1,221,3,261.091,1.0,18.9,3.0,1.0,,-23.03,0.0,-1.7,0.0,-1.0,0,-0.06,0.0,-0.05,0.0,-0.14,0,5.3,5,3,"0,4,2","5.2,5.1,5.0"
1,222,2,306.14,8.0,17.2,21.0,0.0,,0.0,0.0,2.8,2.0,0.0,0,0.0,0.0,-0.87,0.51,0.0,0,3.9,4,2,"2,3","3.1,3.6"
1,222,3,306.14,8.0,16.1,19.0,1.0,,0.0,0.0,3.9,4.0,-1.0,0,0.0,0.0,-0.09,-0.17,0.17,0,3.8,4,3,"4,2,3","4.0,3.9,3.7"
1,222,7,306.14,8.0,17.2,8.0,1.0,,0.0,0.0,2.8,15.0,-1.0,0,0.0,0.0,0.08,-0.17,0.11,0,3.7,4,3,"4,2,3","3.8,3.8,3.7"
1,223,4,185.2,4.0,18.9,9.0,0.0,,0.0,0.0,2.8,13.0,0.0,0,0.0,0.0,-0.85,0.6,0.0,0,5.5,6,2,"2,3","4.7,5.3"
1,223,6,185.2,4.0,16.1,1.0,0.0,,0.0,0.0,5.6,21.0,0.0,0,0.0,0.0,0.05,0.5,0.0,0,4.9,5,2,"2,3","4.9,5.4"
1,224,4,93.42,0.0,18.9,5.0,1.0,,-49.24,0.0,-1.1,3.0,0.0,0,-0.11,0.0,0.3,-0.18,0.0,0,3.7,4,3,"0,2,3","3.6,3.9,3.7"
1,224,5,14.524,0.0,16.7,3.0,1.0,,29.66,0.0,1.1,5.0,0.0,0,2.11,0.0,0.19,-0.1,0.0,0,1.6,2,3,"0,2,3","3.7,3.9,3.8"
1,225,9,98.539,8.0,15.6,6.0,0.0,,0.0,0.0,3.3,11.0,0.0,0,0.0,0.0,0.21,-0.1,0.0,0,3.3,3,2,"2,3","3.6,3.5"
1,226,3,141.461,0.0,14.4,13.0,0.0,,-37.44,0.0,0.6,1.0,0.0,0,-1.78,0.0,-0.07,0.12,0.0,0,6.3,6,3,"0,2,3","4.5,4.5,4.6"
1,226,4,56.637,0.0,15.0,15.0,0.0,,47.38,0.0,0.0,-1.0,0.0,0,0.44,0.0,0.0,-1.49,0.0,0,5.0,5,2,"3,0","3.5,3.9"
1,227,1,14.542,0.0,13.9,9.0,1.0,,41.8,0.0,0.5,3.0,0.0,0,1.61,0.0,-0.3,-0.05,0.0,0,1.7,2,3,"0,2,3","3.3,3.0,3.0"
1,227,2,4.0,0.0,12.8,13.0,1.0,,52.34,0.0,1.6,-1.0,0.0,0,3.73,0.0,-0.7,0.66,0.0,0,0.2,0,3,"3,0,2","0.9,4.6,3.9"
1,227,7,49.388,0.0,12.2,12.0,1.0,,6.95,0.0,2.2,0.0,0.0,0,1.28,0.0,-0.72,0.0,0.0,0,3.0,3,2,"0,2","4.2,3.5"
1,227,8,56.637,0.0,12.2,13.0,1.0,,-0.29,0.0,2.2,-1.0,0.0,0,-0.31,0.0,-0.14,-0.1,0.0,0,4.7,5,3,"0,3,2","4.4,4.3,4.2"
1,228,4,150.887,0.0,20.0,1.0,0.0,,42.32,0.0,3.9,-1.0,0.0,0,0.02,0.0,-1.07,1.27,0.0,0,4.2,4,3,"3,0,2","5.4,5.4,4.4"
1,228,9,206.054,0.0,17.2,0.0,0.0,,-12.85,0.0,6.7,0.0,0.0,0,-2.73,0.0,1.39,0.0,0.0,0,6.2,6,2,"0,2","3.5,4.9"
1,229,6,23.815,0.0,13.9,11.0,0.0,,-16.69,0.0,1.7,1.0,0.0,0,-3.22,0.0,-0.07,0.07,0.0,0,3.0,3,3,"0,2,3","-0.3,-0.3,-0.3"
1,229,7,23.533,0.0,16.1,9.0,0.0,,-16.41,0.0,-0.5,3.0,0.0,0,-1.57,0.0,0.17,0.12,0.0,0,2.8,3,3,"0,2,3","1.3,1.4,1.6"
1,229,8,44.182,0.0,14.4,10.0,0.0,,-37.06,0.0,1.2,2.0,0.0,0,-4.49,0.0,-0.28,0.1,0.0,0,4.5,4,3,"0,2,3","-0.0,-0.3,-0.2"
1,230,3,120.694,0.0,5.0,6.0,0.0,,-34.6,0.0,1.1,4.0,0.0,0,-0.33,0.0,0.6,-0.06,0.0,0,5.9,6,3,"0,2,3","5.6,6.2,6.1"
1,230,6,14.524,0.0,7.2,8.0,0.0,,71.57,0.0,-1.1,2.0,0.0,0,2.33,0.0,-0.06,0.01,0.0,0,3.0,3,3,"0,2,3","5.4,5.3,5.3"
1,230,8,153.7,0.0,7.2,7.0,0.0,,-67.61,0.0,-1.1,3.0,0.0,0,-0.75,0.0,0.28,-0.01,0.0,0,6.7,7,3,"0,2,3","5.9,6.2,6.2"
1,230,9,77.055,0.0,5.0,13.0,0.0,,9.04,0.0,1.1,-3.0,0.0,0,0.75,0.0,0.5,-0.62,0.0,0,4.6,5,3,"3,0,2","4.1,4.8,5.3"
1,231,1,113.589,0.0,20.0,0.0,0.0,,0.0,0.0,-0.6,2.0,0.0,0,0.0,0.0,-1.29,0.59,0.0,0,3.9,4,2,"2,3","2.6,3.2"
1,231,5,154.706,0.0,17.2,2.0,0.0,,-41.12,0.0,2.2,0.0,0.0,0,-3.22,0.0,0.1,0.0,0.0,0,6.9,7,2,"0,2","3.7,3.8"
1,231,8,141.461,0.0,16.1,2.0,0.0,,-27.87,0.0,3.3,0.0,0.0,0,-3.7,0.0,0.77,0.0,0.0,0,6.1,6,2,"0,2","2.4,3.2"
1,231,9,86.465,0.0,22.8,2.0,0.0,,27.12,0.0,-3.4,0.0,0.0,0,0.68,0.0,-1.9,0.0,0.0,0,5.0,5,2,"2,0","3.1,3.7"
1,232,0,185.2,4.0,14.4,7.0,1.0,,-162.19,0.0,-5.0,10.0,-1.0,0,-2.74,0.0,-0.01,0.26,-0.23,0,5.1,5,4,"0,4,2,3","2.4,2.2,2.1,2.4"
1,232,4,71.994,4.0,15.6,3.0,0.0,,-48.98,0.0,-6.2,14.0,0.0,0,-1.42,0.0,-0.47,0.7,0.0,0,3.5,3,3,"0,2,3","2.1,1.6,2.3"
1,232,6,185.2,4.0,18.9,9.0,0.0,,-162.19,0.0,-9.5,8.0,0.0,0,-3.13,0.0,-0.47,0.27,0.0,0,5.5,6,3,"0,2,3","2.4,2.0,2.2"
1,233,4,7.122,0.0,15.6,2.0,0.0,,0.0,0.0,0.5,3.0,0.0,0,0.0,0.0,-0.49,0.54,0.0,0,1.5,2,2,"2,3","1.0,1.6"
1,233,5,4.0,0.0,17.8,3.0,0.0,,3.12,0.0,-1.7,2.0,0.0,0,0.81,0.0,-0.12,0.69,0.0,0,0.2,0,3,"2,0,3","0.0,0.8,1.5"
1,234,1,77.055,0.0,13.3,20.0,1.0,,32.53,0.0,2.3,-2.0,0.0,0,0.85,0.0,0.66,-0.34,0.0,0,4.4,4,3,"3,0,2","4.0,4.9,5.6"
1,234,3,177.281,0.0,14.4,17.0,1.0,,-67.69,0.0,1.2,1.0,0.0,0,-0.82,0.0,-0.13,0.11,0.0,0,6.0,6,3,"0,2,3","5.1,5.0,5.1"
1,234,6,68.146,0.0,19.4,17.0,1.0,,41.44,0.0,-3.8,1.0,0.0,0,0.25,0.0,-0.84,0.74,0.0,0,5.3,5,3,"2,0,3","4.5,4.7,5.5"
1,234,9,40.835,0.0,18.9,19.0,1.0,,68.75,0.0,-3.3,-1.0,0.0,0,2.86,0.0,-0.04,0.25,0.0,0,2.2,2,3,"0,3,2","5.1,5.3,5.3"
1,235,0,123.612,0.0,20.6,20.0,0.0,,17.85,0.0,-0.6,3.0,1.0,0,0.26,0.0,-0.13,-0.01,0.14,0,5.5,5,4,"2,0,3,4","5.4,5.6,5.6,5.7"
1,235,7,86.465,0.0,19.4,20.0,1.0,,55.0,0.0,0.6,3.0,0.0,0,1.51,0.0,-0.16,-0.14,0.0,0,5.1,5,3,"0,2,3","6.6,6.5,6.4"
1,236,0,193.202,0.0,16.1,8.0,0.0,,12.85,0.0,-0.5,-2.0,1.0,0,1.21,0.0,-0.05,-0.75,0.12,0,5.3,5,4,"3,2,0,4","4.6,4.5,5.7,5.9"
1,236,5,193.202,0.0,18.9,1.0,1.0,,12.85,0.0,-3.3,5.0,0.0,0,0.87,0.0,-0.71,1.03,0.0,0,4.4,4,3,"2,0,3","3.7,4.5,5.6"
1,236,7,206.054,0.0,16.1,6.0,0.0,,0.0,0.0,-0.5,0.0,1.0,0,0.0,0.0,-0.86,0.0,0.34,0,6.2,6,2,"2,4","5.3,5.7"
1,237,0,18.474,0.0,20.0,19.0,0.0,,3.39,0.0,1.1,-1.0,1.0,0,0.24,0.0,0.11,-0.08,-0.14,0,2.1,2,4,"3,0,2,4","2.1,2.3,2.4,2.3"
1,237,7,43.91,0.0,20.6,22.0,1.0,,-22.04,0.0,0.5,-4.0,0.0,0,-1.36,0.0,-0.2,0.09,0.0,0,3.9,4,3,"3,0,2","4.0,2.6,2.4"
