domainId,instanceId,feature0,feature1,feature2,feature3,feature4,feature5,pred,actual
0,50,1.0,1.21,3.0,7.0,9.276854,66.0,331.3,325.0
0,51,1.0,1.21,3.0,7.0,9.7413025,63.0,334.8,320.0
0,52,2.5,1.72,3.0,7.0,19.97449,22.0,269.1,265.0
0,53,3.25,1.98,3.0,8.0,11.787419,35.0,531.0,510.0
0,54,2.0,2.42,5.0,9.0,8.083571,36.0,793.5,795.0
0,55,4.75,3.7,4.0,7.0,11.817034,53.0,569.5,599.0
0,56,3.0,1.49,3.0,7.0,3.887834,22.0,348.5,390.0
0,57,2.5,2.15,3.0,8.0,10.872229,23.0,479.2,470.0
0,58,2.5,2.66,3.0,9.0,12.535457,19.0,640.6,629.0
0,59,1.75,1.6,3.0,7.0,5.7703547,91.0,539.5,525.0
0,60,1.75,1.24,3.0,7.0,9.442798,61.0,348.8,333.0
0,61,2.25,1.42,3.0,7.0,3.2924154,28.0,421.8,410.0
0,62,1.0,1.74,3.0,7.0,9.65247,50.0,353.2,310.0
0,63,1.75,1.43,3.0,7.0,12.32253,34.0,369.1,375.0
0,64,2.25,1.81,3.0,7.0,11.02201,12.0,364.0,355.0
0,65,1.75,1.59,4.0,6.0,10.233882,62.0,370.8,346.0
0,66,2.75,2.61,5.0,8.0,1.9756916,95.0,938.7,890.0
0,67,1.75,1.94,4.0,8.0,8.142887,52.0,553.7,550.0
0,68,3.5,3.79,3.0,9.0,15.736584,5.0,894.5,875.0
0,69,2.5,3.82,4.0,9.0,13.920638,28.0,762.4,775.0
0,70,1.75,2.31,4.0,8.0,17.704027,37.0,392.1,385.0
0,71,2.0,2.33,3.0,8.0,8.155923,28.0,585.9,530.0
0,72,2.5,1.61,4.0,7.0,22.534153,22.0,271.1,282.0
0,73,2.0,1.96,4.0,7.0,32.82107,43.0,291.5,275.0
0,74,2.25,3.19,3.0,10.0,13.806888,31.0,812.2,750.0
0,75,1.0,1.07,4.0,7.0,13.819324,65.0,306.2,265.0
0,76,1.0,0.92,3.0,6.0,4.7071943,105.0,376.7,380.0
0,77,2.5,2.01,3.0,8.0,22.417389,29.0,353.6,299.5
0,78,2.5,2.82,3.0,8.0,23.865038,12.0,418.7,395.0
0,79,2.0,1.19,3.0,7.0,10.218151,19.0,317.0,322.5
0,80,2.25,2.36,3.0,9.0,13.238596,38.0,632.0,615.0
0,81,2.25,2.42,4.0,8.0,7.8028283,63.0,754.2,750.0
0,82,2.25,2.01,4.0,8.0,7.438457,58.0,668.5,660.0
0,83,2.5,2.09,5.0,8.0,8.977031,49.0,590.9,600.0
0,84,2.0,1.51,3.0,8.0,16.374306,9.0,461.6,450.0
0,85,1.5,1.49,4.0,7.0,9.952363,52.0,397.1,412.5
0,86,1.0,1.42,4.0,7.0,9.348962,61.0,379.1,385.0
0,87,1.75,1.93,4.0,9.0,10.497261,47.0,658.2,670.0
0,88,1.0,1.41,3.0,7.0,9.472734,47.0,344.0,335.0
0,89,2.0,2.783,3.0,8.0,5.192288,105.0,785.7,840.0
0,90,2.25,2.55,4.0,7.0,11.834529,36.0,473.5,452.2
0,91,2.5,1.8,3.0,8.0,14.863008,16.0,463.1,485.5
0,92,1.75,2.11,4.0,9.0,8.07873,55.0,826.8,802.0
0,93,2.5,3.28,3.0,9.0,12.642863,43.0,709.3,706.0
0,94,2.0,1.41,3.0,7.0,5.854624,75.0,477.3,481.4
0,95,3.0,3.35,4.0,9.0,9.889877,36.0,867.9,805.0
0,96,1.0,0.67,3.0,5.0,5.307868,95.0,258.1,310.0
0,97,1.75,1.66,3.0,8.0,14.469556,41.0,411.0,375.0
0,98,2.5,3.32,3.0,9.0,9.271075,1.0,802.9,800.0
0,99,2.25,2.51,4.0,8.0,6.38555,46.0,811.7,799.0
0,100,1.75,1.894,4.0,6.0,20.731167,79.0,308.3,280.0
0,101,3.5,3.92,3.0,9.0,15.20858,11.0,855.8,889.0
0,102,2.5,2.61,3.0,8.0,23.152372,27.0,406.6,360.0
0,103,2.25,2.65,3.0,8.0,12.086652,50.0,533.0,536.0
0,104,1.0,1.05,3.0,7.0,3.9982357,63.0,427.6,400.0
0,105,1.75,1.69,5.0,6.0,5.638253,69.0,458.9,400.4
0,106,2.0,2.36,4.0,8.0,7.57489,64.0,727.6,709.0
0,107,1.5,1.78,4.0,8.0,18.739439,59.0,330.4,285.0
0,108,1.0,1.28,4.0,6.0,9.736017,68.0,292.9,304.0
0,109,2.5,2.17,3.0,7.0,10.179289,53.0,429.7,420.0
0,110,1.0,1.51,3.0,7.0,7.3079996,76.0,397.2,415.0
0,111,2.75,2.19,4.0,8.0,19.974762,19.0,357.3,335.0
0,112,1.75,1.16,4.0,7.0,11.629593,39.0,352.4,375.0
0,113,1.75,2.17,3.0,7.0,18.696857,53.0,297.9,278.0
0,114,1.75,1.95,3.0,7.0,18.630167,53.0,286.2,274.0
0,115,1.5,1.86,3.0,7.0,14.545528,52.0,305.8,310.0
0,116,1.5,1.24,3.0,7.0,9.772486,53.0,339.7,355.0
0,117,2.5,2.62,3.0,8.0,8.915469,19.0,584.2,565.0
0,118,1.0,1.11,3.0,7.0,10.657059,36.0,308.5,299.9
0,119,2.0,2.24,3.0,7.0,16.680113,47.0,321.1,309.0
0,120,1.75,1.77,3.0,8.0,8.091501,47.0,503.4,495.0
0,121,2.5,1.53,3.0,8.0,15.400855,21.0,436.3,450.0
0,122,1.5,1.26,4.0,7.0,9.704377,32.0,400.3,401.0
0,123,1.0,0.63,3.0,5.0,4.539066,97.0,296.4,315.0
0,124,2.25,1.47,3.0,7.0,23.076332,30.0,266.1,269.0
0,125,1.0,1.47,3.0,7.0,6.6032467,74.0,443.3,445.4
0,126,1.75,1.27,4.0,7.0,12.601238,33.0,346.0,365.0
0,127,1.75,2.35,3.0,8.0,7.3441424,56.0,619.0,620.0
0,128,2.25,2.81,3.0,7.0,14.621375,57.0,431.4,407.0
0,129,2.75,3.13,4.0,10.0,14.005777,22.0,844.4,840.0
0,130,1.5,1.46,3.0,7.0,10.424799,60.0,318.9,325.0
0,131,2.5,2.43,3.0,8.0,9.294895,12.0,528.5,510.0
0,132,2.5,2.026,3.0,8.0,17.95517,5.0,358.0,358.0
0,133,2.5,2.22,3.0,10.0,13.134748,3.0,658.5,654.0
0,134,2.5,2.63,4.0,9.0,8.878727,48.0,860.2,852.5
0,135,1.0,1.23,4.0,6.0,5.784192,91.0,421.5,415.0
0,136,2.75,1.92,4.0,8.0,19.790218,37.0,309.0,329.0
0,137,1.0,1.76,3.0,7.0,6.8488173,68.0,392.4,430.0
0,138,2.25,2.72,4.0,7.0,10.028996,57.0,559.3,530.0
0,139,1.0,1.18,4.0,7.0,7.673909,67.0,395.7,398.0
