domainId,instanceId,feature0,feature1,feature2,feature3,feature4,feature5,pred,actual,intercept,coef_0,coef_1,coef_2,coef_3,coef_4,coef_5,linear_pred,subject_actual
0.0,20.0,2.0,2.26,4.0,7.0,7.9299135,68.0,543.6,525.0,1458.5241113576963,-3.907985046680551e-14,12.982578563611172,0.0,0.0,-79.34858324008107,-4.719805415568209,537.6905692114267,525.0
0.0,21.0,1.0,1.55,3.0,7.0,3.5320215,97.0,553.1,525.0,523.1123748247181,-1.2434497875801753e-14,7.354421349285258,0.0,0.0,-40.214935933694036,1.9739143380895932,583.9414003718709,525.0
0.0,22.0,1.0,1.78,4.0,6.0,8.492495,68.0,317.8,320.0,762.2187474682742,-3.108624468950438e-14,0.26782867654727077,0.0,0.0,-31.972151352540877,-2.013226727240908,354.2727295594499,320.0
0.0,23.0,1.0,0.8,2.0,6.0,7.995952,84.0,210.6,250.0,833.8869118223923,-0.5985150381242885,0.11970300762485812,0.0,0.0,1.9197585313250356,-9.576240609988663,44.33024501938576,250.0
0.0,24.0,1.0,1.66,4.0,7.0,32.00584,42.0,253.3,220.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,220.0
0.0,25.0,1.0,1.1,5.0,7.0,4.720896,107.0,537.7,474.0,-1359.0104145007344,-3.552713678800501e-15,0.8305347395994065,0.0,0.0,0.3409474300348451,18.456327546653505,618.3397985634115,474.0
0.0,26.0,1.75,1.39,4.0,8.0,31.88443,30.0,289.8,278.5,733.5546872212301,25.2806205674692,1.252277788025151,0.0,0.0,-15.03356534527592,-0.9559334338396859,271.5217744225897,278.5
0.0,27.0,2.25,2.0,3.0,7.0,12.597024,55.0,357.2,330.0,124.99113007931942,7.460698725481052e-13,245.7228247710331,0.0,0.0,-22.096176140345662,0.7977565870210555,381.9673307593837,330.0
0.0,28.0,1.75,1.46,2.0,7.0,21.033094,36.0,221.9,233.0,402.9196358094599,0.06941823183950246,0.0,0.0,0.0,0.15229749185146563,-2.2908016507035662,323.77554575192676,233.0
0.0,29.0,1.5,1.78,4.0,7.0,6.225457,68.0,571.1,555.0,776.3631439520992,1.1546319456101628e-13,-21.589016904124925,0.0,0.0,-73.22647395384038,4.391675185048497,580.7003415848015,555.0
0.0,30.0,2.25,1.78,3.0,8.0,11.424063,30.0,482.5,450.0,168.4514082512045,80.53634068868125,-7.619071188434806,2.842170943040401e-14,0.0,2.658692595280728,3.451203374039821,470.00540101263863,450.0
0.0,31.0,2.25,2.53,3.0,7.0,16.368265,41.0,412.3,340.0,223.22249222167852,-8.881784197001252e-16,0.7827542573736805,0.0,0.0,7.090356685084325,-1.4709074521989907,280.9524921186571,340.0
0.0,32.0,2.5,3.09,3.0,9.0,16.499603,10.0,713.6,708.0,1322.251354299903,15.729758025585209,-2.6552897133077584,0.0,0.0,-34.91774075764908,-4.617614307137057,731.0659009202454,708.0
0.0,33.0,0.75,1.04,3.0,6.0,11.833674,74.0,288.7,230.0,-1739.9746205382037,-2.455147196656071e-12,-113.73403605824555,2.842170943040401e-14,0.0,166.23361743724186,2.6831638400451605,307.4505427175966,230.0
0.0,34.0,1.75,1.28,4.0,7.0,14.221645,38.0,339.1,300.0,2880.969946342429,42.67901695612289,-51.200413535977205,0.0,0.0,-117.90774364999655,-28.572734732170048,127.5157039258761,300.0
0.0,35.0,1.75,2.3,4.0,8.0,11.104098,38.0,552.6,505.0,484.7026412195974,8.295189535860953,-13.285372194130792,0.0,0.0,15.814719141010926,-2.595235898928971,545.6520938858135,505.0
0.0,36.0,2.5,2.83,5.0,8.0,11.698939,36.0,711.0,700.0,583.4800475296297,22.309017021764053,-10.876110115156788,3.552713678800501e-15,0.0,-5.764403166217539,1.2998143198964343,587.829112961432,700.0
0.0,37.0,3.25,4.61,3.0,11.0,13.144716,9.0,1247.5,1200.0,1185.0,0.0,0.0,0.0,0.0,0.0,0.0,1185.0,1200.0
0.0,38.0,1.0,1.19,5.0,6.0,12.894327,57.0,240.8,288.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,288.0
0.0,39.0,2.5,3.19,4.0,8.0,10.843441,36.0,613.4,664.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,664.0
0.0,40.0,2.0,1.44,4.0,6.0,8.670979,73.0,301.0,327.2,459.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,327.2
0.0,41.0,1.0,0.97,3.0,7.0,1.353312,105.0,476.9,425.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,425.0
0.0,42.0,1.0,2.18,3.0,7.0,10.166181,65.0,398.0,359.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,359.0
0.0,43.0,1.0,1.29,3.0,7.0,13.915718,39.0,319.8,323.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,323.0
0.0,44.0,2.0,2.19,4.0,7.0,23.294874,38.0,321.5,280.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,280.0
0.0,45.0,2.25,1.77,4.0,7.0,11.736716,39.0,419.7,436.0,749.2201470520381,-8.293156555446373,0.489694537927844,0.0,0.0,3.992223093289702,-8.167402842395658,459.7541819355681,436.0
0.0,46.0,2.5,1.65,3.0,7.0,19.890738,17.0,279.6,272.0,51166.61514668122,6.224672688404098e-08,59391.03554869232,0.0,0.0,-702.5432064072713,-8824.096669946104,-14821.922439231545,272.0
0.0,47.0,2.0,1.98,4.0,7.0,5.258347,86.0,569.5,555.0,-2749.8945096286575,-29.722117965012036,-44.667598598048514,0.0,0.0,27.241751683152167,37.88980137128592,503.9889103856199,555.0
