domainId,instanceId,feature0,feature1,feature2,feature3,feature4,feature5,pred,actual
1,8,94.175,0.0,17.8,5.0,0.0,,5.9,5.9
1,9,4.0,0.0,19.4,17.0,0.0,,0.4,0.4
1,10,206.054,0.0,15.0,3.0,0.0,,5.9,6.1
1,11,11.91,1.0,15.0,9.0,0.0,,2.8,2.9
1,12,40.706,0.0,10.6,13.0,0.0,,3.6,3.5
1,13,148.032,0.0,13.3,10.0,0.0,,4.7,5.0
1,14,53.234,13.0,26.7,22.0,1.0,,4.5,4.6
1,15,185.2,4.0,19.4,23.0,0.0,,4.9,4.8
1,16,56.343,0.0,13.9,11.0,0.0,,4.2,4.2
1,17,77.055,0.0,15.6,12.0,0.0,,4.9,4.6
1,18,46.204,0.0,16.1,6.0,0.0,,4.4,4.5
1,19,238.065,1.0,17.2,3.0,0.0,,5.5,5.7
1,20,193.202,0.0,20.6,19.0,0.0,,5.3,5.3
2,0,1.0,4.0,11.0,17.0,1.0,14.0,81.0,45.1
2,1,1.0,4.0,1.0,13.0,6.0,59.0,16.8,4.3
2,2,1.0,1.0,6.0,13.0,2.0,10.0,54.4,48.1
2,3,1.0,5.0,9.0,11.0,7.0,14.0,120.7,139.6
2,4,0.0,4.0,25.0,22.0,2.0,5.0,212.0,150.0
2,5,1.0,5.0,14.0,17.0,2.0,49.0,32.7,35.9
2,6,1.0,3.0,1.0,17.0,2.0,9.0,36.3,48.3
2,7,0.0,7.0,5.0,16.0,3.0,14.0,69.9,70.9
2,8,1.0,1.0,3.0,13.0,2.0,24.0,30.8,32.2
2,9,1.0,6.0,0.0,27.0,3.0,5.0,136.2,90.0
2,10,1.0,5.0,19.0,13.0,2.0,51.0,48.0,79.0
2,11,1.0,4.0,12.0,8.0,5.0,43.0,46.6,20.5
2,12,2.0,4.0,4.0,17.0,2.0,21.0,43.5,31.2
2,13,0.0,3.0,16.0,17.0,2.0,16.0,101.1,109.0
2,14,1.0,4.0,7.0,17.0,7.0,51.0,47.4,6.2
2,15,1.0,5.0,9.0,17.0,4.0,33.0,60.2,32.2
2,16,0.0,4.0,14.0,17.0,3.0,19.0,102.9,89.2
2,17,0.0,4.0,13.0,17.0,3.0,5.0,157.9,167.0
2,18,2.0,5.0,2.0,13.0,2.0,5.0,111.6,130.0
2,19,1.0,5.0,4.0,0.0,5.0,18.0,33.1,21.5
2,20,1.0,5.0,5.0,13.0,3.0,38.0,36.6,29.7
2,21,1.0,4.0,3.0,15.0,6.0,5.0,108.2,95.0
2,22,1.0,4.0,2.0,13.0,7.0,49.0,18.9,21.5
2,23,1.0,6.0,42.0,15.0,0.0,59.0,45.0,106.8
2,24,0.0,4.0,24.0,17.0,2.0,25.0,75.7,32.2
2,25,0.0,4.0,12.0,13.0,3.0,16.0,126.4,98.9
2,26,0.0,3.0,26.0,3.0,7.0,5.0,157.8,92.0
2,27,0.0,3.0,2.0,13.0,1.0,51.0,19.0,22.8
2,28,0.0,4.0,12.0,13.0,5.0,59.0,60.7,36.6
2,29,1.0,4.0,25.0,14.0,5.0,5.0,155.7,150.0
2,30,1.0,4.0,2.0,17.0,4.0,49.0,14.6,10.3
2,31,1.0,4.0,0.0,13.0,4.0,25.0,31.3,27.9
2,32,1.0,4.0,2.0,16.0,3.0,49.0,11.6,4.8
2,33,0.0,1.0,10.0,13.0,2.0,19.0,112.6,84.5
2,34,0.0,3.0,9.0,17.0,3.0,57.0,54.9,55.2
2,35,0.0,4.0,13.0,14.0,5.0,5.0,174.0,94.0
2,36,2.0,6.0,6.0,24.0,7.0,5.0,175.1,280.0
2,37,0.0,4.0,34.0,26.0,1.0,16.0,124.2,87.2
2,38,0.0,4.0,7.0,13.0,7.0,33.0,72.1,74.2
2,39,1.0,1.0,10.0,8.0,7.0,14.0,96.3,75.2
2,40,2.0,6.0,8.0,17.0,6.0,43.0,25.1,9.0
2,41,0.0,3.0,8.0,8.0,3.0,11.0,98.3,132.1
2,42,1.0,4.0,7.0,3.0,2.0,19.0,84.5,95.5
2,43,2.0,5.0,3.0,13.0,1.0,31.0,32.2,34.9
2,44,1.0,2.0,16.0,28.0,4.0,17.0,116.2,70.9
2,45,1.0,4.0,2.0,17.0,0.0,17.0,40.4,30.9
2,46,0.0,5.0,10.0,19.0,3.0,30.0,69.9,70.0
2,47,0.0,4.0,3.0,13.0,3.0,10.0,51.6,50.2
2,48,0.0,4.0,37.0,15.0,2.0,5.0,168.0,135.0
2,49,0.0,4.0,10.0,17.0,0.0,5.0,145.5,140.0
2,50,0.0,5.0,9.0,14.0,5.0,25.0,63.4,107.4
2,51,1.0,6.0,4.0,0.0,2.0,5.0,97.7,70.0
2,52,1.0,3.0,7.0,22.0,7.0,59.0,58.6,39.6
2,53,0.0,4.0,20.0,25.0,2.0,5.0,186.2,168.0
2,54,0.0,5.0,39.0,17.0,0.0,1.0,110.4,107.4
2,55,0.0,4.0,5.0,13.0,2.0,51.0,46.1,55.2
2,56,1.0,5.0,6.0,17.0,3.0,14.0,73.2,66.6
2,57,0.0,4.0,6.0,17.0,2.0,59.0,41.6,3.1
2,58,1.0,4.0,9.0,17.0,4.0,20.0,65.3,76.4
2,59,1.0,6.0,8.0,16.0,2.0,18.0,70.7,46.2
2,60,2.0,5.0,4.0,17.0,3.0,18.0,48.0,34.8
2,61,0.0,3.0,7.0,16.0,2.0,43.0,40.5,17.9
2,62,1.0,1.0,9.0,17.0,3.0,24.0,49.7,34.9
2,63,1.0,4.0,5.0,13.0,2.0,9.0,64.3,51.6
2,64,2.0,4.0,6.0,17.0,2.0,60.0,35.1,81.7
2,65,2.0,5.0,10.0,17.0,7.0,27.0,88.9,40.1
2,66,2.0,4.0,30.0,17.0,4.0,5.0,147.4,183.0
2,67,0.0,4.0,8.0,16.0,3.0,58.0,48.6,61.5
2,68,0.0,4.0,9.0,13.0,1.0,49.0,52.5,35.9
2,69,0.0,4.0,7.0,17.0,5.0,14.0,79.0,67.1
2,70,2.0,4.0,3.0,19.0,7.0,40.0,56.8,55.2
2,71,1.0,4.0,3.0,13.0,4.0,49.0,24.4,29.9
2,72,0.0,4.0,4.0,13.0,5.0,41.0,36.3,20.4
2,73,1.0,5.0,28.0,25.0,4.0,14.0,105.0,134.3
2,74,1.0,3.0,16.0,26.0,1.0,57.0,74.7,55.4
2,75,1.0,4.0,10.0,22.0,3.0,11.0,117.5,112.3
2,76,2.0,5.0,4.0,15.0,5.0,3.0,79.1,59.9
2,77,2.0,4.0,2.0,17.0,0.0,59.0,9.2,6.5
2,78,1.0,3.0,8.0,12.0,1.0,25.0,45.1,34.4
2,79,1.0,5.0,5.0,28.0,1.0,18.0,65.3,53.7
2,80,2.0,3.0,12.0,31.0,1.0,10.0,45.3,74.4
2,81,1.0,4.0,6.0,17.0,7.0,49.0,31.6,89.7
2,82,0.0,4.0,10.0,17.0,4.0,5.0,155.6,80.0
2,83,1.0,4.0,6.0,17.0,0.0,16.0,74.5,43.6
2,84,1.0,3.0,10.0,17.0,3.0,5.0,138.9,60.0
2,85,2.0,4.0,5.0,17.0,3.0,5.0,105.0,99.0
2,86,0.0,5.0,2.0,3.0,2.0,14.0,66.8,69.8
2,87,1.0,5.0,12.0,25.0,4.0,5.0,162.2,165.0
2,88,1.0,3.0,25.0,22.0,2.0,11.0,117.3,118.9
2,89,1.0,4.0,10.0,17.0,6.0,10.0,75.1,4.8
2,90,1.0,4.0,18.0,16.0,2.0,5.0,148.8,115.0
